Continent;Year;Age;Value
Asia;1962;80-89;76.48055045386792
Asia;1962;90+;10.57058123965301
Asia;1963;0-9;790.4272686648093
Asia;1963;10-19;57.96503021818493
Asia;1963;20-29;77.65578072130036
Asia;1963;30-39;76.00953732664598
Asia;1963;40-49;79.48631978053919
Asia;1963;50-59;106.80224922246168
Asia;1963;60-69;138.5679080851702
Asia;1963;70-79;143.87276337320847
Asia;1963;80-89;75.52760528086444
Asia;1963;90+;10.301633830804626
Asia;1964;0-9;758.3357657489989
Asia;1964;10-19;56.3106455239806
Asia;1964;20-29;74.33776620573381
Asia;1964;30-39;73.70493666999897
Asia;1964;40-49;77.21189729410551
Asia;1964;50-59;104.10498678527655
Asia;1964;60-69;136.54171227526754
Asia;1964;70-79;140.76884159892217
Asia;1964;80-89;74.50993135982797
Asia;1964;90+;10.08772000407654
Asia;1965;0-9;731.9944479988403
Asia;1965;10-19;55.76775535257477
Asia;1965;20-29;73.018819490668
Asia;1965;30-39;73.21642031119467
Asia;1965;40-49;76.35690585347596
Asia;1965;50-59;102.31375581902003
Asia;1965;60-69;135.27454726787408
Asia;1965;70-79;138.16101238664078
Asia;1965;80-89;73.70803763167112
Asia;1965;90+;10.05370503434949
Asia;1966;0-9;698.123198591679
Asia;1966;10-19;53.9571253075385
Asia;1966;20-29;68.91118458771243
Asia;1966;30-39;70.53707535911366
Asia;1966;40-49;74.37513707200345
Asia;1966;50-59;99.16677513771685
Asia;1966;60-69;132.93372119362385
Asia;1966;70-79;135.0061130229277
Asia;1966;80-89;73.0709291810592
Asia;1966;90+;10.172946974344224
Asia;1967;0-9;667.5684058569342
Asia;1967;10-19;52.35315837411788
Asia;1967;20-29;66.54424051512687
Asia;1967;30-39;68.59413091334284
Asia;1967;40-49;73.0488893615129
Asia;1967;50-59;96.55923738520887
Asia;1967;60-69;131.13912668033473
Asia;1967;70-79;132.56984667776553
Asia;1967;80-89;72.94405862686857
Asia;1967;90+;10.374449459292572
Asia;1968;0-9;640.1147191927415
Asia;1968;10-19;51.32139252202372
Asia;1968;20-29;63.57780085857365
Asia;1968;30-39;66.49477623853795
Asia;1968;40-49;72.45541119533908
Asia;1968;50-59;94.66324797954952
Asia;1968;60-69;130.1685563715908
Asia;1968;70-79;131.48061042947913
Asia;1968;80-89;73.2205080977108
Asia;1968;90+;10.598446951584437
Asia;1969;0-9;612.399971698821
Asia;1969;10-19;49.81513090662718
Asia;1969;20-29;61.15102714723855
Asia;1969;30-39;64.12458896416153
Asia;1969;40-49;71.02647946964302
Asia;1969;50-59;92.018852057245
Asia;1969;60-69;128.225073263371
Asia;1969;70-79;130.13510959778793
Asia;1969;80-89;73.256972885052
Asia;1969;90+;10.701514597655317
Asia;1970;0-9;593.1333687525281
Asia;1970;10-19;50.98213533210881
Asia;1970;20-29;63.867511673786225
Asia;1970;30-39;64.8773196698011
Asia;1970;40-49;71.88863440431408
Asia;1970;50-59;90.92920620410014
Asia;1970;60-69;127.46992585189268
Asia;1970;70-79;130.10033482470624
Asia;1970;80-89;73.50462477567467
Asia;1970;90+;10.92515453898709
Asia;1971;0-9;579.6419706452895
Asia;1971;10-19;52.684134631208615
Asia;1971;20-29;69.42393696787374
Asia;1971;30-39;67.6571685668024
Asia;1971;40-49;74.3814881817987
Asia;1971;50-59;91.95022678271273
Asia;1971;60-69;128.52104205075267
Asia;1971;70-79;131.5233068644677
Asia;1971;80-89;73.32688974300149
Asia;1971;90+;11.083676131992375
Asia;1972;0-9;541.0082985308752
Asia;1972;10-19;48.00155478124484
Asia;1972;20-29;60.35892775969906
Asia;1972;30-39;60.04349520362481
Asia;1972;40-49;69.13093747374792
Asia;1972;50-59;86.15133114317393
Asia;1972;60-69;123.17342760862677
Asia;1972;70-79;129.18122493050154
Asia;1972;80-89;72.60124778069235
Asia;1972;90+;11.263857653087902
Asia;1973;0-9;517.1590589989916
Asia;1973;10-19;50.043835767443504
Asia;1973;20-29;71.35689468341998
Asia;1973;30-39;64.81435089846187
Asia;1973;40-49;71.14225689175676
Asia;1973;50-59;85.80492039095645
Asia;1973;60-69;122.06108737022856
Asia;1973;70-79;130.00497958863104
Asia;1973;80-89;72.495558665703
Asia;1973;90+;11.662130256130965
Asia;1974;0-9;498.9910600633663
Asia;1974;10-19;47.451245223030824
Asia;1974;20-29;63.38849586854923
Asia;1974;30-39;58.77367576996155
Asia;1974;40-49;68.70353826069459
Asia;1974;50-59;84.32749028769783
Asia;1974;60-69;120.56119611404957
Asia;1974;70-79;130.82079501187766
Asia;1974;80-89;72.02041058560674
Asia;1974;90+;12.0164746725946
Asia;1975;0-9;521.37470638241
Asia;1975;10-19;60.91439157951987
Asia;1975;20-29;87.7043278180986
Asia;1975;30-39;72.4334396068329
Asia;1975;40-49;79.61948079688396
Asia;1975;50-59;93.42862879506451
Asia;1975;60-69;127.509943757842
Asia;1975;70-79;136.71837407844666
Asia;1975;80-89;72.74389557153543
Asia;1975;90+;12.412823887897618
Asia;1976;0-9;505.94287639331
Asia;1976;10-19;81.80769972243947
Asia;1976;20-29;90.00316166086955
Asia;1976;30-39;75.6893445497903
Asia;1976;40-49;82.37384730428494
Asia;1976;50-59;93.6487665224139
Asia;1976;60-69;124.7299871596771
Asia;1976;70-79;135.86236154087538
Asia;1976;80-89;72.83533379445178
Asia;1976;90+;12.651548107538622
Asia;1977;0-9;454.7303810936236
Asia;1977;10-19;52.986530875107924
Asia;1977;20-29;65.12040107664946
Asia;1977;30-39;57.55883464715599
Asia;1977;40-49;68.27220509159146
Asia;1977;50-59;84.48496684411832
Asia;1977;60-69;116.2549144841544
Asia;1977;70-79;131.20145179539853
Asia;1977;80-89;71.61473103428271
Asia;1977;90+;12.57820716065129
Asia;1978;0-9;439.2663931538059
Asia;1978;10-19;46.92238088290995
Asia;1978;20-29;64.47663848902073
Asia;1978;30-39;54.95229420561772
Asia;1978;40-49;66.41029042725798
Asia;1978;50-59;84.34181089604128
Asia;1978;60-69;114.68068252960747
Asia;1978;70-79;131.07508732010265
Asia;1978;80-89;72.01486879179264
Asia;1978;90+;12.71179720423036
Asia;1979;0-9;419.2793186260967
Asia;1979;10-19;44.251584443334266
Asia;1979;20-29;62.209858509561215
Asia;1979;30-39;52.350855386998624
Asia;1979;40-49;64.00110567832603
Asia;1979;50-59;83.18271603533337
Asia;1979;60-69;111.65518621039195
Asia;1979;70-79;130.01957324827998
Asia;1979;80-89;72.60651025471827
Asia;1979;90+;12.68682801010335
Asia;1980;0-9;394.81097455982103
Asia;1980;10-19;41.02171063421065
Asia;1980;20-29;59.277201565346004
Asia;1980;30-39;49.83382028773699
Asia;1980;40-49;61.397569234655705
Asia;1980;50-59;81.73848123691879
Asia;1980;60-69;108.87178432765268
Asia;1980;70-79;129.1220489354398
Asia;1980;80-89;74.05000326744748
Asia;1980;90+;12.889559621952117
Asia;1981;0-9;380.5739794566523
Asia;1981;10-19;40.234489382309675
Asia;1981;20-29;59.86123318143763
Asia;1981;30-39;49.39798669936591
Asia;1981;40-49;60.128668539222815
Asia;1981;50-59;81.19956940980258
Asia;1981;60-69;106.59740281240717
Asia;1981;70-79;127.96896996595564
Asia;1981;80-89;74.873134491319
Asia;1981;90+;13.016080428416611
Asia;1982;0-9;373.47972434149005
Asia;1982;10-19;41.24904796957239
Asia;1982;20-29;63.69460593874034
Asia;1982;30-39;51.208114128519625
Asia;1982;40-49;60.53510125774228
Asia;1982;50-59;82.69728314842801
Asia;1982;60-69;106.40908635183229
Asia;1982;70-79;129.31615268135397
Asia;1982;80-89;76.39276637584493
Asia;1982;90+;13.20846197704719
Asia;1983;0-9;350.4176030709363
Asia;1983;10-19;37.75546937563528
Asia;1983;20-29;59.03605638702284
Asia;1983;30-39;48.52977609946101
Asia;1983;40-49;57.04900772712828
Asia;1983;50-59;79.87393028455529
Asia;1983;60-69;102.69142731073343
Asia;1983;70-79;126.67993079889415
Asia;1983;80-89;76.63573329719932
Asia;1983;90+;13.241632030186913
Asia;1984;0-9;337.94201637461464
Asia;1984;10-19;36.81338211933905
Asia;1984;20-29;58.736883883232515
Asia;1984;30-39;48.52698815157191
Asia;1984;40-49;55.53081731456111
Asia;1984;50-59;79.14443097599046
Asia;1984;60-69;101.37433906487972
Asia;1984;70-79;125.88437836775458
Asia;1984;80-89;77.48656171074214
Asia;1984;90+;13.298603105606574
Asia;1985;0-9;325.1334154967895
Asia;1985;10-19;35.69134708817405
Asia;1985;20-29;57.64433236353245
Asia;1985;30-39;48.22204563042729
Asia;1985;40-49;53.74280539014662
Asia;1985;50-59;78.07567819986154
Asia;1985;60-69;100.4300921323308
Asia;1985;70-79;124.602365921505
Asia;1985;80-89;78.22068013975232
Asia;1985;90+;13.431354817172247
Asia;1986;0-9;306.95074125107493
Asia;1986;10-19;33.681763129431964
Asia;1986;20-29;55.57526126499355
Asia;1986;30-39;47.31034177686644
Asia;1986;40-49;51.493952927514655
Asia;1986;50-59;76.45053543330363
Asia;1986;60-69;99.83344512840307
Asia;1986;70-79;123.21922755126467
Asia;1986;80-89;79.4129159006363
Asia;1986;90+;13.724063746820253
Asia;1987;0-9;293.2987594270665
Asia;1987;10-19;32.024140304514496
Asia;1987;20-29;51.81696744477078
Asia;1987;30-39;45.6246097633
Asia;1987;40-49;49.22550377212508
Asia;1987;50-59;74.88600436609113
Asia;1987;60-69;99.92303365592888
Asia;1987;70-79;121.59163032216733
Asia;1987;80-89;80.29465190225316
Asia;1987;90+;14.027617017950348
Asia;1988;0-9;282.47369396909147
Asia;1988;10-19;32.52352961895541
Asia;1988;20-29;52.25738434256941
Asia;1988;30-39;46.84010951267876
Asia;1988;40-49;48.911669316465556
Asia;1988;50-59;75.39741749348462
Asia;1988;60-69;101.9832256103283
Asia;1988;70-79;121.35610493876435
Asia;1988;80-89;81.87668085046181
Asia;1988;90+;14.635751669273521
Asia;1989;0-9;265.3721691990309
Asia;1989;10-19;28.0735743778447
Asia;1989;20-29;42.98210547505234
Asia;1989;30-39;41.40646440355809
Asia;1989;40-49;44.82958771736756
Asia;1989;50-59;71.15081993239055
Asia;1989;60-69;100.49302237586478
Asia;1989;70-79;117.99769387439525
Asia;1989;80-89;82.05924274380797
Asia;1989;90+;15.202574973083417
Asia;1990;0-9;253.66643946774602
Asia;1990;10-19;27.31073542568991
Asia;1990;20-29;41.89338798784683
Asia;1990;30-39;41.31904586507045
Asia;1990;40-49;44.22122299463992
Asia;1990;50-59;70.15028522363859
Asia;1990;60-69;101.10210972196789
Asia;1990;70-79;116.45655645496721
Asia;1990;80-89;83.21973424271036
Asia;1990;90+;16.05456252787059
Asia;1991;0-9;241.6962009187657
Asia;1991;10-19;25.84892872772411
Asia;1991;20-29;38.39157330431557
Asia;1991;30-39;39.63991237693953
Asia;1991;40-49;43.16126129879292
Asia;1991;50-59;68.84234751525413
Asia;1991;60-69;101.45939369435467
Asia;1991;70-79;114.88221516823153
Asia;1991;80-89;84.16896374478524
Asia;1991;90+;16.78689032911362
Asia;1992;0-9;226.63832355630302
Asia;1992;10-19;24.671445656762852
Asia;1992;20-29;38.12695420940417
Asia;1992;30-39;39.82151668781764
Asia;1992;40-49;43.00748306235763
Asia;1992;50-59;68.06211015903489
Asia;1992;60-69;102.36167832546266
Asia;1992;70-79;113.9123937458047
Asia;1992;80-89;85.2345241079833
Asia;1992;90+;17.60415879739258
Asia;1993;0-9;212.8957826643271
Asia;1993;10-19;23.73227297882813
Asia;1993;20-29;37.11908452935436
Asia;1993;30-39;39.63939644334601
Asia;1993;40-49;43.168192035131355
Asia;1993;50-59;66.85807653372724
Asia;1993;60-69;102.64071294893566
Asia;1993;70-79;113.12274283523655
Asia;1993;80-89;85.70952852278906
Asia;1993;90+;18.31224754219233
Asia;1994;0-9;201.60055042223368
Asia;1994;10-19;22.873589404350568
Asia;1994;20-29;34.8333942338032
Asia;1994;30-39;38.49276672733339
Asia;1994;40-49;43.46553726902591
Asia;1994;50-59;65.52631793652233
Asia;1994;60-69;102.83473053153605
Asia;1994;70-79;113.17576927037672
Asia;1994;80-89;86.4247057388369
Asia;1994;90+;19.014536827053718
Asia;1995;0-9;194.43785925116336
Asia;1995;10-19;22.63426126759458
Asia;1995;20-29;33.80000775310152
Asia;1995;30-39;38.23898638769422
Asia;1995;40-49;44.54200683408307
Asia;1995;50-59;65.00878867267359
Asia;1995;60-69;103.39032128535982
Asia;1995;70-79;114.7021613388997
Asia;1995;80-89;86.9213427336039
Asia;1995;90+;19.830098331299336
Asia;1996;0-9;182.71975798243037
Asia;1996;10-19;22.200457337443677
Asia;1996;20-29;32.91558874646265
Asia;1996;30-39;37.803982198372786
Asia;1996;40-49;45.15297201038251
Asia;1996;50-59;63.711541076411116
Asia;1996;60-69;103.11437120793053
Asia;1996;70-79;116.08219322115961
Asia;1996;80-89;86.02616842910344
Asia;1996;90+;20.1860963144119
Asia;1997;0-9;170.96321381625464
Asia;1997;10-19;21.713390575075064
Asia;1997;20-29;31.911602322854552
Asia;1997;30-39;37.02892343949677
Asia;1997;40-49;45.412352639564965
Asia;1997;50-59;62.29957711839835
Asia;1997;60-69;102.70379682608055
Asia;1997;70-79;118.1273222709666
Asia;1997;80-89;85.47690784596435
Asia;1997;90+;20.515038010484428
Asia;1998;0-9;161.27255571109424
Asia;1998;10-19;21.45440110460471
Asia;1998;20-29;31.154345896197174
Asia;1998;30-39;36.30853952831599
Asia;1998;40-49;45.58164310588336
Asia;1998;50-59;60.97856275710899
Asia;1998;60-69;101.91318872333886
Asia;1998;70-79;120.4509412569467
Asia;1998;80-89;84.76311585408284
Asia;1998;90+;20.84683014225111
Asia;1999;0-9;152.12563474989562
Asia;1999;10-19;21.14536550785807
Asia;1999;20-29;30.81838774830414
Asia;1999;30-39;35.95746028140354
Asia;1999;40-49;46.04436682127032
Asia;1999;50-59;60.33748715683949
Asia;1999;60-69;101.583975535172
Asia;1999;70-79;123.3127267342282
Asia;1999;80-89;84.78659889953268
Asia;1999;90+;21.54934793524523
Asia;2000;0-9;135.21506677882178
Asia;2000;10-19;19.508160850795772
Asia;2000;20-29;28.82923596643066
Asia;2000;30-39;34.108513965468134
Asia;2000;40-49;45.285880716751585
Asia;2000;50-59;58.974889860077695
Asia;2000;60-69;100.5640085153951
Asia;2000;70-79;125.85471644508526
Asia;2000;80-89;85.23835782563975
Asia;2000;90+;22.291711613554643
Asia;2001;0-9;125.60781869866697
Asia;2001;10-19;18.678225212202836
Asia;2001;20-29;27.85054211461296
Asia;2001;30-39;33.07280842591098
Asia;2001;40-49;45.08858885278447
Asia;2001;50-59;58.32869719697252
Asia;2001;60-69;99.55168966070163
Asia;2001;70-79;127.66764293308539
Asia;2001;80-89;85.41003592344384
Asia;2001;90+;22.881915338092018
Asia;2002;0-9;117.36844390386517
Asia;2002;10-19;18.037857189611927
Asia;2002;20-29;26.951076471040512
Asia;2002;30-39;32.19493530202505
Asia;2002;40-49;45.16537289609703
Asia;2002;50-59;58.436329175338685
Asia;2002;60-69;98.57448325321825
Asia;2002;70-79;129.70620601018953
Asia;2002;80-89;86.64288049293562
Asia;2002;90+;23.680095020079328
Asia;2003;0-9;107.17416636979263
Asia;2003;10-19;17.131527430662473
Asia;2003;20-29;26.354268100084383
Asia;2003;30-39;31.13806518381282
Asia;2003;40-49;44.66922257793725
Asia;2003;50-59;58.525636321392014
Asia;2003;60-69;96.20014969586678
Asia;2003;70-79;130.3480806990408
Asia;2003;80-89;88.16031106407252
Asia;2003;90+;24.4714774768613
Asia;2004;0-9;101.89210569642356
Asia;2004;10-19;17.179559083858358
Asia;2004;20-29;26.579694106064938
Asia;2004;30-39;31.16934094136739
Asia;2004;40-49;45.28626637959188
Asia;2004;50-59;60.39247552231491
Asia;2004;60-69;95.19432654599524
Asia;2004;70-79;131.81960738464625
Asia;2004;80-89;90.70201200075012
Asia;2004;90+;25.345467118207146
Asia;2005;0-9;94.44923107116443
Asia;2005;10-19;15.944828166245665
Asia;2005;20-29;25.376398731531427
Asia;2005;30-39;29.851330956086866
Asia;2005;40-49;44.493044132251974
Asia;2005;50-59;61.36748308816794
Asia;2005;60-69;93.30740833258223
Asia;2005;70-79;132.41905537593178
Asia;2005;80-89;93.82104803755456
Asia;2005;90+;26.33769034974641
Asia;2006;0-9;88.81098792131732
Asia;2006;10-19;15.294817035042465
Asia;2006;20-29;25.625198405488263
Asia;2006;30-39;29.50713917384517
Asia;2006;40-49;44.07679105735182
Asia;2006;50-59;62.4906961686784
Asia;2006;60-69;91.37766124823229
Asia;2006;70-79;132.11872421045766
Asia;2006;80-89;96.11729753768758
Asia;2006;90+;26.59826075213818
Asia;2007;0-9;84.15061537504461
Asia;2007;10-19;14.593556730404659
Asia;2007;20-29;25.105844470020486
Asia;2007;30-39;28.68766075536005
Asia;2007;40-49;43.336423087528466
Asia;2007;50-59;63.28921906297262
Asia;2007;60-69;90.08439641737692
Asia;2007;70-79;132.61490322804684
Asia;2007;80-89;99.58387059512798
Asia;2007;90+;27.163734075644065
Asia;2008;0-9;81.84732241584685
Asia;2008;10-19;14.706666130906388
Asia;2008;20-29;24.89907379138008
Asia;2008;30-39;28.429964725845277
Asia;2008;40-49;43.14102062738088
Asia;2008;50-59;64.4408821972914
Asia;2008;60-69;89.20906324771205
Asia;2008;70-79;133.06345417832782
Asia;2008;80-89;102.92249046360746
Asia;2008;90+;27.857052361525536
Asia;2009;0-9;76.15457838057381
Asia;2009;10-19;13.303476637849233
Asia;2009;20-29;23.554736398570867
Asia;2009;30-39;26.99964786322982
Asia;2009;40-49;41.72227903054518
Asia;2009;50-59;64.31975215217494
Asia;2009;60-69;87.70690916155556
Asia;2009;70-79;132.03820805702875
Asia;2009;80-89;104.99385462851903
Asia;2009;90+;28.629055732923145
Asia;2010;0-9;71.75089707848808
Asia;2010;10-19;12.373443735615842
Asia;2010;20-29;22.262024951221253
Asia;2010;30-39;25.694994188839594
Asia;2010;40-49;40.307500650927025
Asia;2010;50-59;64.14084427927081
Asia;2010;60-69;86.61793106430623
Asia;2010;70-79;131.20606427063905
Asia;2010;80-89;107.50933951786035
Asia;2010;90+;30.165442751771877
Asia;2011;0-9;68.26883148319322
Asia;2011;10-19;11.659834802273854
Asia;2011;20-29;21.42786960651558
Asia;2011;30-39;24.983670103534944
Asia;2011;40-49;39.51270531829325
Asia;2011;50-59;64.56328500321133
Asia;2011;60-69;86.77061186320839
Asia;2011;70-79;131.12410688467008
Asia;2011;80-89;109.82868743443879
Asia;2011;90+;31.656784763195798
Asia;2012;0-9;66.30647515463824
Asia;2012;10-19;11.41408926660974
Asia;2012;20-29;21.550384103932963
Asia;2012;30-39;24.945557833192552
Asia;2012;40-49;39.15962307768963
Asia;2012;50-59;65.36643038971486
Asia;2012;60-69;87.71688281919204
Asia;2012;70-79;130.57830277457782
Asia;2012;80-89;111.87655778543318
Asia;2012;90+;32.749765366010486
Asia;2013;0-9;63.904938587525166
Asia;2013;10-19;10.963257975172382
Asia;2013;20-29;20.940117027851525
Asia;2013;30-39;24.49837052127509
Asia;2013;40-49;38.49934450291293
Asia;2013;50-59;65.87958124220286
Asia;2013;60-69;89.28716075711068
Asia;2013;70-79;129.24904908330782
Asia;2013;80-89;113.38065907561352
Asia;2013;90+;33.57135468114863
Asia;2014;0-9;61.26331178238986
Asia;2014;10-19;10.598941714525303
Asia;2014;20-29;20.37384187042356
Asia;2014;30-39;24.123948964478572
Asia;2014;40-49;37.874370740219796
Asia;2014;50-59;66.12573502165664
Asia;2014;60-69;91.39440068304113
Asia;2014;70-79;127.60717865544164
Asia;2014;80-89;114.84458731610444
Asia;2014;90+;34.96783663963374
Asia;2015;0-9;58.03895033016751
Asia;2015;10-19;10.269623635339903
Asia;2015;20-29;19.66321880401545
Asia;2015;30-39;23.649775236937643
Asia;2015;40-49;37.35208170979816
Asia;2015;50-59;66.31533797334922
Asia;2015;60-69;93.83817006754212
Asia;2015;70-79;125.57420907987502
Asia;2015;80-89;116.33453299218635
Asia;2015;90+;36.859000472305134
Asia;2016;0-9;54.60958441030827
Asia;2016;10-19;9.739943051492272
Asia;2016;20-29;19.07658335165976
Asia;2016;30-39;23.25955472785972
Asia;2016;40-49;36.71960289808289
Asia;2016;50-59;66.2440557125556
Asia;2016;60-69;96.20411638378721
Asia;2016;70-79;124.24031816229055
Asia;2016;80-89;117.83726037826602
Asia;2016;90+;38.20481008104215
Asia;2017;0-9;50.30198042508566
Asia;2017;10-19;9.200935303843451
Asia;2017;20-29;18.702033224287067
Asia;2017;30-39;22.900562810919734
Asia;2017;40-49;36.01224161893453
Asia;2017;50-59;65.7008393450074
Asia;2017;60-69;98.02706290641059
Asia;2017;70-79;123.15612083647517
Asia;2017;80-89;119.83336468961585
Asia;2017;90+;39.816293636584646
Asia;2018;0-9;48.01373341649332
Asia;2018;10-19;8.844940153315449
Asia;2018;20-29;17.999967495670557
Asia;2018;30-39;22.416581357256938
Asia;2018;40-49;35.32003994397566
Asia;2018;50-59;65.35253759298776
Asia;2018;60-69;100.22132530909104
Asia;2018;70-79;123.1283794860738
Asia;2018;80-89;122.00552163322153
Asia;2018;90+;41.39548041222262
Asia;2019;0-9;45.77792932415917
Asia;2019;10-19;8.361341985692071
Asia;2019;20-29;16.84885485572018
Asia;2019;30-39;21.73055764817781
Asia;2019;40-49;34.60613132225218
Asia;2019;50-59;64.93619561663868
Asia;2019;60-69;102.16020788709984
Asia;2019;70-79;123.82800246674155
Asia;2019;80-89;124.17042562856713
Asia;2019;90+;43.217085879094725
Asia;2020;0-9;43.670463050819635
Asia;2020;10-19;7.898401668899628
Asia;2020;20-29;15.891663830803752
Asia;2020;30-39;22.050287886639907
Asia;2020;40-49;37.212293339173414
Asia;2020;50-59;73.15798411025453
Asia;2020;60-69;118.10270710626591
Asia;2020;70-79;136.6511984278176
Asia;2020;80-89;135.52434277548628
Asia;2020;90+;46.16377875543725
Asia;2021;0-9;41.828153752668435
Asia;2021;10-19;8.064800971438931
Asia;2021;20-29;15.831989948403255
Asia;2021;30-39;22.325210008259912
Asia;2021;40-49;38.44833256369784
Asia;2021;50-59;76.00775303324752
Asia;2021;60-69;126.8654185840614
Asia;2021;70-79;147.05037431336171
Asia;2021;80-89;143.53904227370833
Asia;2021;90+;48.91298867345709
Europe;1950;0-9;240.72280738625707
Europe;1950;10-19;21.038419178188935
Europe;1950;20-29;36.45892913537878
Europe;1950;30-39;38.05803861972349
Europe;1950;40-49;72.64235096124125
Europe;1950;50-59;119.52103238205474
Europe;1950;60-69;202.33336309538623
Europe;1950;70-79;290.7482356187696
Europe;1950;80-89;194.81569928534205
Europe;1950;90+;33.76043318319254
Europe;1951;0-9;240.47528294954358
Europe;1951;10-19;20.47600880583133
Europe;1951;20-29;35.79935644885283
Europe;1951;30-39;36.886137757927436
Europe;1951;40-49;72.85985260303563
Europe;1951;50-59;121.3398828069164
Europe;1951;60-69;203.31840923453203
Europe;1951;70-79;294.34609448914904
Europe;1951;80-89;198.23891888315194
Europe;1951;90+;34.3585296224731
Europe;1952;0-9;221.7598312888368
Europe;1952;10-19;18.9570671274801
Europe;1952;20-29;32.425080239723506
Europe;1952;30-39;33.490673236623564
Europe;1952;40-49;68.56590259020766
Europe;1952;50-59;118.5985104352554
Europe;1952;60-69;195.61905206049653
Europe;1952;70-79;284.2082832334067
Europe;1952;80-89;194.85724785297097
Europe;1952;90+;33.25802580097773
Europe;1953;0-9;212.6541253365078
Europe;1953;10-19;18.386339170921467
Europe;1953;20-29;30.201520003577762
Europe;1953;30-39;31.470077580458742
Europe;1953;40-49;65.92634507173484
Europe;1953;50-59;118.0727544170221
Europe;1953;60-69;194.16351924518935
Europe;1953;70-79;283.23499553316816
Europe;1953;80-89;196.82310675605711
Europe;1953;90+;34.099086098277674
Europe;1954;0-9;202.7261086076441
Europe;1954;10-19;17.006604940498654
Europe;1954;20-29;28.540946684574084
Europe;1954;30-39;29.936745313310897
Europe;1954;40-49;63.49217184910883
Europe;1954;50-59;116.51083299311378
Europe;1954;60-69;190.88078258927996
Europe;1954;70-79;278.3766732698326
Europe;1954;80-89;194.7058496007224
Europe;1954;90+;33.52699689758864
Europe;1955;0-9;192.61356221583202
Europe;1955;10-19;15.647083731039244
Europe;1955;20-29;27.189759306155917
Europe;1955;30-39;29.142722387160816
Europe;1955;40-49;59.74682648444822
Europe;1955;50-59;115.00034013737209
Europe;1955;60-69;186.1231647970739
Europe;1955;70-79;272.2365863213252
Europe;1955;80-89;193.3169319623931
Europe;1955;90+;34.11441304337548
Europe;1956;0-9;179.1675973985026
Europe;1956;10-19;15.116017457742045
Europe;1956;20-29;26.293544386632323
Europe;1956;30-39;28.95469080127571
Europe;1956;40-49;58.57901360500694
Europe;1956;50-59;114.74682781288568
Europe;1956;60-69;186.22819364446613
Europe;1956;70-79;273.4819711781424
Europe;1956;80-89;196.86081351872832
Europe;1956;90+;34.699158688556714
Europe;1957;0-9;171.61842119342097
Europe;1957;10-19;14.142231731216853
Europe;1957;20-29;25.146652007266944
Europe;1957;30-39;29.367100559084854
Europe;1957;40-49;55.87181667474503
Europe;1957;50-59;114.39669213319745
Europe;1957;60-69;185.9433358911284
Europe;1957;70-79;270.9041736923849
Europe;1957;80-89;195.25192088312141
Europe;1957;90+;34.306224213313676
Europe;1958;0-9;156.54729419525813
Europe;1958;10-19;13.290795232002006
Europe;1958;20-29;23.132547778743813
Europe;1958;30-39;28.40766315118475
Europe;1958;40-49;50.75219444741786
Europe;1958;50-59;109.36349650822996
Europe;1958;60-69;176.42321918614894
Europe;1958;70-79;258.9745713389524
Europe;1958;80-89;191.11515395874446
Europe;1958;90+;33.475465064676555
Europe;1959;0-9;149.3962732157578
Europe;1959;10-19;12.435700608698456
Europe;1959;20-29;22.730283593855578
Europe;1959;30-39;29.038994191738595
Europe;1959;40-49;48.78490583962163
Europe;1959;50-59;110.04451471064682
Europe;1959;60-69;178.89906644894737
Europe;1959;70-79;261.19038925667473
Europe;1959;80-89;192.52571418847472
Europe;1959;90+;34.380054641405884
Europe;1960;0-9;138.31930824496087
Europe;1960;10-19;11.674349482902032
Europe;1960;20-29;21.57858631994194
Europe;1960;30-39;28.669871051318797
Europe;1960;40-49;46.25759928211855
Europe;1960;50-59;107.66131418972631
Europe;1960;60-69;177.3096337430556
Europe;1960;70-79;257.2819155047726
Europe;1960;80-89;193.61968637166606
Europe;1960;90+;34.26967038773941
Europe;1961;0-9;132.17475916561278
Europe;1961;10-19;11.802284665943873
Europe;1961;20-29;21.262907815062473
Europe;1961;30-39;28.573940562236974
Europe;1961;40-49;45.45348084598581
Europe;1961;50-59;106.89734086009307
Europe;1961;60-69;178.83171628866435
Europe;1961;70-79;255.14291176612994
Europe;1961;80-89;192.89282290461745
Europe;1961;90+;34.4930787117944
Europe;1962;0-9;125.97261495261336
Europe;1962;10-19;12.43506492195101
Europe;1962;20-29;20.53798847648037
Europe;1962;30-39;28.501310053889615
Europe;1962;40-49;45.217351605758985
Europe;1962;50-59;108.1665639553623
Europe;1962;60-69;185.0425241891441
Europe;1962;70-79;262.5223651327879
Europe;1962;80-89;201.03398393455404
Europe;1962;90+;36.81242785092703
Europe;1963;0-9;119.20660835789317
Europe;1963;10-19;12.769290593546287
Europe;1963;20-29;20.10140602552994
Europe;1963;30-39;28.025037241574925
Europe;1963;40-49;44.171766111699384
Europe;1963;50-59;106.91704607423718
Europe;1963;60-69;186.26514092900345
Europe;1963;70-79;261.04122264282614
Europe;1963;80-89;200.8159667423993
Europe;1963;90+;37.06723774289174
Europe;1964;0-9;109.90954235606337
Europe;1964;10-19;12.245337742053769
Europe;1964;20-29;18.930052950284708
Europe;1964;30-39;26.447558536925012
Europe;1964;40-49;42.27394610236197
Europe;1964;50-59;102.85722761198481
Europe;1964;60-69;183.26994510877157
Europe;1964;70-79;252.1914143256934
