Continent;Year;Age;Value
Africa;1968;70-79;140.93847667639156
Africa;1968;80-89;66.61957513164269
Africa;1968;90+;7.166100580710955
Africa;1969;0-9;1108.7161919293717
Africa;1969;10-19;99.18117614865918
Africa;1969;20-29;111.41847094594287
Africa;1969;30-39;103.80798607000212
Africa;1969;40-49;102.59874935403417
Africa;1969;50-59;113.96835145500852
Africa;1969;60-69;142.84639220772843
Africa;1969;70-79;140.7813427876583
Africa;1969;80-89;66.99401183684118
Africa;1969;90+;7.396756435963615
Africa;1970;0-9;1086.3347818938566
Africa;1970;10-19;98.04316548273258
Africa;1970;20-29;108.85470049337907
Africa;1970;30-39;100.68156840250371
Africa;1970;40-49;100.16766002183824
Africa;1970;50-59;111.84471210532242
Africa;1970;60-69;141.19935761232838
Africa;1970;70-79;139.98262851018404
Africa;1970;80-89;67.20061474741978
Africa;1970;90+;7.473266362798948
Africa;1971;0-9;1058.6768388260248
Africa;1971;10-19;93.69263799008361
Africa;1971;20-29;103.64853559999274
Africa;1971;30-39;95.29440054771949
Africa;1971;40-49;96.14158280125267
Africa;1971;50-59;108.80752318064398
Africa;1971;60-69;138.83502840691722
Africa;1971;70-79;138.5805180012908
Africa;1971;80-89;66.91984911601965
Africa;1971;90+;7.3207597827923925
Africa;1972;0-9;1042.9227593506498
Africa;1972;10-19;97.15913138611832
Africa;1972;20-29;105.37887330429209
Africa;1972;30-39;95.41736263064028
Africa;1972;40-49;95.84273290239315
Africa;1972;50-59;107.95097784861197
Africa;1972;60-69;137.5996517432319
Africa;1972;70-79;138.72639090928635
Africa;1972;80-89;66.24943830895532
Africa;1972;90+;7.3496979653766985
Africa;1973;0-9;1011.9731700770486
Africa;1973;10-19;90.23962498063736
Africa;1973;20-29;97.62428269986356
Africa;1973;30-39;88.53620173488284
Africa;1973;40-49;90.88683639204787
Africa;1973;50-59;104.19666363639917
Africa;1973;60-69;134.47875455421365
Africa;1973;70-79;137.05364135653417
Africa;1973;80-89;64.56962177784848
Africa;1973;90+;7.261786982262654
Africa;1974;0-9;994.1685136532916
Africa;1974;10-19;87.92409350814081
Africa;1974;20-29;94.96466215582758
Africa;1974;30-39;85.72731655764964
Africa;1974;40-49;88.61377945044474
Africa;1974;50-59;102.47929865401304
Africa;1974;60-69;133.02350993290838
Africa;1974;70-79;136.26277751378967
Africa;1974;80-89;63.7621875334691
Africa;1974;90+;7.191777772105535
Africa;1975;0-9;975.5198177021972
Africa;1975;10-19;89.32360808604426
Africa;1975;20-29;99.9780582647293
Africa;1975;30-39;87.93561882778341
Africa;1975;40-49;89.10097294790553
Africa;1975;50-59;102.23737197099739
Africa;1975;60-69;131.82310573514596
Africa;1975;70-79;136.0573590543456
Africa;1975;80-89;63.50010999699546
Africa;1975;90+;7.162823666575262
Africa;1976;0-9;954.7399575577549
Africa;1976;10-19;89.63811462334537
Africa;1976;20-29;100.03812897351499
Africa;1976;30-39;87.41955981545505
Africa;1976;40-49;88.18089198659325
Africa;1976;50-59;101.20476732978283
Africa;1976;60-69;130.22638543751646
Africa;1976;70-79;135.1013008724414
Africa;1976;80-89;63.47666256385396
Africa;1976;90+;7.071684260681487
Africa;1977;0-9;926.9922860668753
Africa;1977;10-19;83.72277294890793
Africa;1977;20-29;94.01417948419451
Africa;1977;30-39;82.016917625337
Africa;1977;40-49;83.45703118510191
Africa;1977;50-59;97.54986813558209
Africa;1977;60-69;126.84640476498947
Africa;1977;70-79;133.05974256946877
Africa;1977;80-89;63.68552270165308
Africa;1977;90+;7.152479044579435
Africa;1978;0-9;906.7285082001868
Africa;1978;10-19;81.83941278059694
Africa;1978;20-29;92.59679030565513
Africa;1978;30-39;79.99658113285086
Africa;1978;40-49;81.37488446603236
Africa;1978;50-59;95.71336038139759
Africa;1978;60-69;124.73241188796146
Africa;1978;70-79;132.0464536806781
Africa;1978;80-89;64.03118585758085
Africa;1978;90+;7.531497420888579
Africa;1979;0-9;884.4269963357593
Africa;1979;10-19;79.28600241521916
Africa;1979;20-29;92.84670494229047
Africa;1979;30-39;78.90846771484931
Africa;1979;40-49;79.59858106999927
Africa;1979;50-59;93.73876844456629
Africa;1979;60-69;122.8546811306238
Africa;1979;70-79;131.4990650634828
Africa;1979;80-89;64.95274524582432
Africa;1979;90+;8.204153732936566
Africa;1980;0-9;862.5409538749409
Africa;1980;10-19;77.0095529647133
Africa;1980;20-29;90.07946928096952
Africa;1980;30-39;76.54351589025265
Africa;1980;40-49;76.92472135412984
Africa;1980;50-59;91.3939048494907
Africa;1980;60-69;120.52837398853195
Africa;1980;70-79;129.6859674457069
Africa;1980;80-89;65.52016789487101
Africa;1980;90+;8.532149058533422
Africa;1981;0-9;843.7356792989494
