Continent,Year,Disease,Value
Africa,1997,Smoking,93.3274074074074
Africa,1997,Tuberculosis,126.78166666666667
Africa,1998,Cancers,115.57703703703703
Africa,1998,Cardiovascular,345.70796296296294
Africa,1998,Dementia,23.885555555555555
Africa,1998,Diharreal,137.40296296296296
Africa,1998,HIV/AIDS,202.59037037037035
Africa,1998,Malaria,84.5988888888889
Africa,1998,Malnutrition,30.285925925925927
Africa,1998,Smoking,92.50166666666667
Africa,1998,Tuberculosis,125.18222222222222
Africa,1999,Cancers,115.82148148148147
Africa,1999,Cardiovascular,344.0633333333333
Africa,1999,Dementia,23.965185185185184
Africa,1999,Diharreal,132.7924074074074
Africa,1999,HIV/AIDS,220.6261111111111
Africa,1999,Malaria,83.66851851851852
Africa,1999,Malnutrition,29.190185185185186
Africa,1999,Smoking,91.10574074074074
Africa,1999,Tuberculosis,123.22907407407408
Africa,2000,Cancers,116.1774074074074
Africa,2000,Cardiovascular,342.37074074074076
Africa,2000,Dementia,24.102037037037036
Africa,2000,Diharreal,128.35833333333335
Africa,2000,HIV/AIDS,236.05444444444444
Africa,2000,Malaria,83.01425925925925
Africa,2000,Malnutrition,28.048518518518517
Africa,2000,Smoking,89.70944444444446
Africa,2000,Tuberculosis,121.54092592592593
Africa,2001,Cancers,116.11537037037036
Africa,2001,Cardiovascular,339.6427777777778
Africa,2001,Dementia,24.13203703703704
Africa,2001,Diharreal,122.9612962962963
Africa,2001,HIV/AIDS,247.7298148148148
Africa,2001,Malaria,83.60222222222222
Africa,2001,Malnutrition,26.624814814814815
Africa,2001,Smoking,88.16925925925926
Africa,2001,Tuberculosis,118.06722222222223
Africa,2002,Cancers,116.78407407407407
Africa,2002,Cardiovascular,339.6075925925926
Africa,2002,Dementia,24.334074074074074
Africa,2002,Diharreal,117.46074074074075
Africa,2002,HIV/AIDS,255.56777777777776
Africa,2002,Malaria,79.53277777777777
Africa,2002,Malnutrition,25.739814814814817
Africa,2002,Smoking,87.07055555555556
Africa,2002,Tuberculosis,115.03611111111111
Africa,2003,Cancers,117.26166666666667
Africa,2003,Cardiovascular,338.1561111111111
Africa,2003,Dementia,24.405925925925928
Africa,2003,Diharreal,111.46703703703704
Africa,2003,HIV/AIDS,258.76685185185187
Africa,2003,Malaria,82.44092592592594
Africa,2003,Malnutrition,24.412037037037038
Africa,2003,Smoking,85.75092592592593
Africa,2003,Tuberculosis,111.95092592592593
Africa,2004,Cancers,117.69148148148149
Africa,2004,Cardiovascular,336.1377777777777
Africa,2004,Dementia,24.544444444444448
Africa,2004,Diharreal,107.01944444444445
Africa,2004,HIV/AIDS,255.16185185185185
Africa,2004,Malaria,77.81888888888889
Africa,2004,Malnutrition,23.47833333333333
Africa,2004,Smoking,84.17074074074074
Africa,2004,Tuberculosis,108.89648148148147
Africa,2005,Cancers,117.57574074074074
Africa,2005,Cardiovascular,332.7714814814815
Africa,2005,Dementia,24.647407407407407
Africa,2005,Diharreal,103.32944444444445
Africa,2005,HIV/AIDS,243.16518518518518
Africa,2005,Malaria,75.1225925925926
Africa,2005,Malnutrition,22.56296296296296
Africa,2005,Smoking,82.42648148148147
Africa,2005,Tuberculosis,105.30222222222221
Africa,2006,Cancers,117.33592592592593
Africa,2006,Cardiovascular,330.0651851851852
Africa,2006,Dementia,24.77074074074074
Africa,2006,Diharreal,100.08759259259259
Africa,2006,HIV/AIDS,225.24833333333333
Africa,2006,Malaria,71.93796296296297
Africa,2006,Malnutrition,21.476481481481482
Africa,2006,Smoking,80.72111111111111
Africa,2006,Tuberculosis,102.37277777777778
Africa,2007,Cancers,117.09777777777778
Africa,2007,Cardiovascular,326.9109259259259
Africa,2007,Dementia,24.752962962962965
Africa,2007,Diharreal,95.95018518518519
Africa,2007,HIV/AIDS,204.2151851851852
Africa,2007,Malaria,70.63722222222222
Africa,2007,Malnutrition,20.419629629629632
Africa,2007,Smoking,78.96296296296296
Africa,2007,Tuberculosis,99.59185185185186
Africa,2008,Cancers,117.32148148148147
Africa,2008,Cardiovascular,325.7251851851852
Africa,2008,Dementia,24.852777777777778
Africa,2008,Diharreal,92.60537037037037
Africa,2008,HIV/AIDS,182.6324074074074
Africa,2008,Malaria,67.94888888888889
Africa,2008,Malnutrition,19.380185185185184
Africa,2008,Smoking,77.57444444444444
Africa,2008,Tuberculosis,96.99333333333334
Africa,2009,Cancers,117.62962962962963
Africa,2009,Cardiovascular,324.3053703703704
Africa,2009,Dementia,24.89462962962963
Africa,2009,Diharreal,89.05351851851853
Africa,2009,HIV/AIDS,165.25555555555553
Africa,2009,Malaria,65.32203703703703
Africa,2009,Malnutrition,18.36740740740741
Africa,2009,Smoking,76.32222222222221
Africa,2009,Tuberculosis,94.17
Africa,2010,Cancers,117.7274074074074
Africa,2010,Cardiovascular,321.772962962963
Africa,2010,Dementia,24.958703703703705
Africa,2010,Diharreal,85.2824074074074
Africa,2010,HIV/AIDS,151.38777777777776
Africa,2010,Malaria,64.10833333333333
Africa,2010,Malnutrition,18.666481481481483
Africa,2010,Smoking,74.81185185185186
Africa,2010,Tuberculosis,90.95962962962962
Africa,2011,Cancers,117.64185185185185
